掉落ID,id分段注释,掉落权重,掉落ID,掉落数量,,
10001,,20,700107,1,,
10001,,20,700108,1,,
10001,,5,700109,1,,
10001,,5,700110,1,,
10001,,5,700111,1,,
10001,,5,700112,1,,
10001,,50,700201,1,,
10001,,50,700202,1,,
10001,,50,700203,1,,
10001,,50,700204,1,,
10001,,20,700205,1,,
10001,,20,700206,1,,
10001,,20,700207,1,,
10001,,20,700208,1,,
10001,,5,700209,1,,
10001,,5,700210,1,,
10001,,5,700211,1,,
10001,,5,700212,1,,
10001,,50,700301,1,,
10001,,50,700302,1,,
10001,,50,700303,1,,
10001,,50,700304,1,,
10001,,20,700305,1,,
10001,,20,700306,1,,
10001,,20,700307,1,,
10001,,20,700308,1,,
10001,,5,700309,1,,
10001,,5,700310,1,,
10001,,5,700311,1,,
10001,,5,700312,1,,
10001,,50,700401,1,,
10001,,50,700402,1,,
10001,,50,700403,1,,
10001,,50,700404,1,,
10001,,20,700405,1,,
10001,,20,700406,1,,
10001,,20,700407,1,,
10001,,20,700408,1,,
10001,,5,700409,1,,
10001,,5,700410,1,,
10001,,5,700411,1,,
10001,,5,700412,1,,
10002,,40,700101,1,,
10002,,40,700102,1,,
10002,,40,700103,1,,
10002,,40,700104,1,,
10002,,15,700105,1,,
10002,,15,700106,1,,
10002,,15,700107,1,,
10002,,15,700108,1,,
10002,,5,700109,1,,
10002,,5,700110,1,,
10002,,5,700111,1,,
10002,,5,700112,1,,
10002,,1,700113,1,,
10002,,1,700114,1,,
10002,,1,700115,1,,
10002,,1,700116,1,,
10002,,40,700201,1,,
10002,,40,700202,1,,
10002,,40,700203,1,,
10002,,40,700204,1,,
10002,,15,700205,1,,
10002,,15,700206,1,,
10002,,15,700207,1,,
10002,,15,700208,1,,
10002,,5,700209,1,,
10002,,5,700210,1,,
10002,,5,700211,1,,
10002,,5,700212,1,,
10002,,1,700213,1,,
10002,,1,700214,1,,
10002,,1,700215,1,,
10002,,1,700216,1,,
10002,,40,700301,1,,
10002,,40,700302,1,,
10002,,40,700303,1,,
10002,,40,700304,1,,
10002,,15,700305,1,,
10002,,15,700306,1,,
10002,,15,700307,1,,
10002,,15,700308,1,,
10002,,5,700309,1,,
10002,,5,700310,1,,
10002,,5,700311,1,,
10002,,5,700312,1,,
10002,,1,700313,1,,
10002,,1,700314,1,,
10002,,1,700315,1,,
10002,,1,700316,1,,
10002,,40,700401,1,,
10002,,40,700402,1,,
10002,,40,700403,1,,
10002,,40,700404,1,,
10002,,15,700405,1,,
10002,,15,700406,1,,
10002,,15,700407,1,,
10002,,15,700408,1,,
10002,,5,700409,1,,
10002,,5,700410,1,,
10002,,5,700411,1,,
10002,,5,700412,1,,
10002,,1,700413,1,,
10002,,1,700414,1,,
10002,,1,700415,1,,
10002,,1,700416,1,,
10003,,40,700105,1,,
10003,,40,700106,1,,
10003,,40,700107,1,,
10003,,40,700108,1,,
10003,,15,700109,1,,
10003,,15,700110,1,,
10003,,15,700111,1,,
10003,,15,700112,1,,
10003,,5,700113,1,,
10003,,5,700114,1,,
10003,,5,700115,1,,
10003,,5,700116,1,,
10003,,1,700117,1,,
10003,,1,700118,1,,
10003,,1,700119,1,,
10003,,1,700120,1,,
10003,,40,700205,1,,
10003,,40,700206,1,,
10003,,40,700207,1,,
10003,,40,700208,1,,
10003,,15,700209,1,,
10003,,15,700210,1,,
10003,,15,700211,1,,
10003,,15,700212,1,,
10003,,5,700213,1,,
10003,,5,700214,1,,
10003,,5,700215,1,,
10003,,5,700216,1,,
10003,,1,700217,1,,
10003,,1,700218,1,,
10003,,1,700219,1,,
10003,,1,700220,1,,
10003,,40,700305,1,,
10003,,40,700306,1,,
10003,,40,700307,1,,
10003,,40,700308,1,,
10003,,15,700309,1,,
10003,,15,700310,1,,
10003,,15,700311,1,,
10003,,15,700312,1,,
10003,,5,700313,1,,
10003,,5,700314,1,,
10003,,5,700315,1,,
10003,,5,700316,1,,
10003,,1,700317,1,,
10003,,1,700318,1,,
10003,,1,700319,1,,
10003,,1,700320,1,,
10003,,40,700405,1,,
10003,,40,700406,1,,
10003,,40,700407,1,,
10003,,40,700408,1,,
10003,,15,700409,1,,
10003,,15,700410,1,,
10003,,15,700411,1,,
10003,,15,700412,1,,
10003,,5,700413,1,,
10003,,5,700414,1,,
10003,,5,700415,1,,
10003,,5,700416,1,,
10003,,1,700417,1,,
10003,,1,700418,1,,
10003,,1,700419,1,,
10003,,1,700420,1,,
10004,,10,700105,1,,
10004,,10,700106,1,,
10004,,10,700107,1,,
10004,,10,700108,1,,
10004,,40,700109,1,,
10004,,40,700110,1,,
10004,,40,700111,1,,
10004,,40,700112,1,,
10004,,15,700113,1,,
10004,,15,700114,1,,
10004,,15,700115,1,,
10004,,15,700116,1,,
10004,,5,700117,1,,
10004,,5,700118,1,,
10004,,5,700119,1,,
10004,,5,700120,1,,
10004,,1,700121,1,,
10004,,1,700122,1,,
10004,,1,700123,1,,
10004,,1,700124,1,,
10004,,10,700205,1,,
10004,,10,700206,1,,
10004,,10,700207,1,,
10004,,10,700208,1,,
10004,,40,700209,1,,
10004,,40,700210,1,,
10004,,40,700211,1,,
10004,,40,700212,1,,
10004,,15,700213,1,,
10004,,15,700214,1,,
10004,,15,700215,1,,
10004,,15,700216,1,,
10004,,5,700217,1,,
10004,,5,700218,1,,
10004,,5,700219,1,,
10004,,5,700220,1,,
10004,,1,700221,1,,
10004,,1,700222,1,,
10004,,1,700223,1,,
10004,,1,700224,1,,
10004,,10,700305,1,,
10004,,10,700306,1,,
10004,,10,700307,1,,
10004,,10,700308,1,,
10004,,40,700309,1,,
10004,,40,700310,1,,
10004,,40,700311,1,,
10004,,40,700312,1,,
10004,,15,700313,1,,
10004,,15,700314,1,,
10004,,15,700315,1,,
10004,,15,700316,1,,
10004,,5,700317,1,,
10004,,5,700318,1,,
10004,,5,700319,1,,
10004,,5,700320,1,,
10004,,1,700321,1,,
10004,,1,700322,1,,
10004,,1,700323,1,,
10004,,1,700324,1,,
10004,,10,700405,1,,
10004,,10,700406,1,,
10004,,10,700407,1,,
10004,,10,700408,1,,
10004,,40,700409,1,,
10004,,40,700410,1,,
10004,,40,700411,1,,
10004,,40,700412,1,,
10004,,15,700413,1,,
10004,,15,700414,1,,
10004,,15,700415,1,,
10004,,15,700416,1,,
10004,,5,700417,1,,
10004,,5,700418,1,,
10004,,5,700419,1,,
10004,,5,700420,1,,
10004,,1,700421,1,,
10004,,1,700422,1,,
10004,,1,700423,1,,
10004,,1,700424,1,,
10005,,40,700109,1,,
10005,,40,700110,1,,
10005,,40,700111,1,,
10005,,40,700112,1,,
10005,,30,700113,1,,
10005,,30,700114,1,,
10005,,30,700115,1,,
10005,,30,700116,1,,
10005,,15,700117,1,,
10005,,15,700118,1,,
10005,,15,700119,1,,
10005,,15,700120,1,,
10005,,15,700121,1,,
10005,,15,700122,1,,
10005,,15,700123,1,,
10005,,15,700124,1,,
10005,,40,700209,1,,
10005,,40,700210,1,,
10005,,40,700211,1,,
10005,,40,700212,1,,
10005,,30,700213,1,,
10005,,30,700214,1,,
10005,,30,700215,1,,
10005,,30,700216,1,,
10005,,15,700217,1,,
10005,,15,700218,1,,
10005,,15,700219,1,,
10005,,15,700220,1,,
10005,,15,700221,1,,
10005,,15,700222,1,,
10005,,15,700223,1,,
10005,,15,700224,1,,
10005,,40,700309,1,,
10005,,40,700310,1,,
10005,,40,700311,1,,
10005,,40,700312,1,,
10005,,30,700313,1,,
10005,,30,700314,1,,
10005,,30,700315,1,,
10005,,30,700316,1,,
10005,,15,700317,1,,
10005,,15,700318,1,,
10005,,15,700319,1,,
10005,,15,700320,1,,
10005,,15,700321,1,,
10005,,15,700322,1,,
10005,,15,700323,1,,
10005,,15,700324,1,,
10005,,40,700409,1,,
10005,,40,700410,1,,
10005,,40,700411,1,,
10005,,40,700412,1,,
10005,,30,700413,1,,
10005,,30,700414,1,,
10005,,30,700415,1,,
10005,,30,700416,1,,
10005,,15,700417,1,,
10005,,15,700418,1,,
10005,,15,700419,1,,
10005,,15,700420,1,,
10005,,15,700421,1,,
10005,,15,700422,1,,
10005,,15,700423,1,,
10005,,15,700424,1,,
10006,,40,700113,1,,
10006,,40,700114,1,,
10006,,40,700115,1,,
10006,,40,700116,1,,
10006,,40,700117,1,,
10006,,40,700118,1,,
10006,,40,700119,1,,
10006,,40,700120,1,,
10006,,20,700121,1,,
10006,,20,700122,1,,
10006,,20,700123,1,,
10006,,20,700124,1,,
10006,,40,700213,1,,
10006,,40,700214,1,,
10006,,40,700215,1,,
10006,,40,700216,1,,
10006,,40,700217,1,,
10006,,40,700218,1,,
10006,,40,700219,1,,
10006,,40,700220,1,,
10006,,20,700221,1,,
10006,,20,700222,1,,
10006,,20,700223,1,,
10006,,20,700224,1,,
10006,,40,700313,1,,
10006,,40,700314,1,,
10006,,40,700315,1,,
10006,,40,700316,1,,
10006,,40,700317,1,,
10006,,40,700318,1,,
10006,,40,700319,1,,
10006,,40,700320,1,,
10006,,20,700321,1,,
10006,,20,700322,1,,
10006,,20,700323,1,,
10006,,20,700324,1,,
10006,,40,700413,1,,
10006,,40,700414,1,,
10006,,40,700415,1,,
10006,,40,700416,1,,
10006,,40,700417,1,,
10006,,40,700418,1,,
10006,,40,700419,1,,
10006,,40,700420,1,,
10006,,20,700421,1,,
10006,,20,700422,1,,
10006,,20,700423,1,,
10006,,20,700424,1,,
