掉落ID,掉落权重,掉落ID,掉落数量,注释
5501,80,14210,1,香柏树图纸
5551,100,14001,1,公园绿长椅图纸
5551,100,14002,1,路边石灯图纸
5551,100,14003,1,尖型石柱图纸
5551,100,14004,1,特殊次搜神
5551,100,14005,1,小狗石柱图纸
5551,100,14006,1,长明路灯图纸
5551,100,14007,1,铁质路标图纸
5551,100,14008,1,木质路标图纸
5551,100,14009,1,消防栓图纸
5551,100,14010,1,太阳大伞图纸
5551,100,14101,1,精灵研制中心图纸
5551,100,14102,1,精灵便利店图纸
5551,100,14103,1,普通民居图纸
5551,100,14104,1,神秘便利店图纸
5551,100,14105,1,精灵塔图纸
5551,100,14106,1,精灵大厦图纸
5551,100,14107,1,精灵中心图纸
5551,100,14108,1,精灵商店图纸
5551,100,14109,1,精灵博士所图纸
5551,100,14110,1,高级民居图纸
5551,100,14201,1,枯树图纸
5551,100,14202,1,桧柏图纸
5551,100,14203,1,圆柏树图纸
5551,100,14204,1,榆树图纸
5551,100,14205,1,椰树图纸
5551,100,14206,1,雪松图纸
5551,100,14207,1,棕榈图纸
5551,100,14208,1,远古树图纸
5551,100,14209,1,仙人掌图纸
5551,100,14210,1,香柏树图纸
6001,2000,13061,100,神器精魄-初
6001,800,13061,150,神器精魄-初
6001,500,13061,200,神器精魄-初
6001,200,13061,300,神器精魄-初
6001,400,13062,50,神器精魄-高
6001,200,13062,100,神器精魄-高
6001,400,13062,50,首次特殊搜神
6001,200,13062,100,10次搜神
6001,200,13066,100,神器精魂
6001,40,13066,500,神器精魂
6001,10,15001,1,神火珠图纸
6001,10,15002,1,奇火珠图纸
6001,10,15003,1,精火珠图纸
6001,10,15004,1,灵火珠图纸
6001,10,15011,1,神水珠图纸
6001,10,15012,1,奇水珠图纸
6001,10,15013,1,精水珠图纸
6001,10,15014,1,灵水珠图纸
6001,10,15021,1,神草珠图纸
6001,10,15022,1,奇草珠图纸
6001,10,15023,1,精草珠图纸
6001,10,15024,1,灵草珠图纸
6001,10,15031,1,神妖珠图纸
6001,10,15032,1,奇妖珠图纸
6001,10,15033,1,精妖珠图纸
6001,10,15034,1,灵妖珠图纸
6001,10,15041,1,神恶珠图纸
6001,10,15042,1,奇恶珠图纸
6001,10,15043,1,精恶珠图纸
6001,10,15044,1,灵恶珠图纸
6001,10,15051,1,神龙珠图纸
6001,10,15052,1,奇龙珠图纸
6001,10,15053,1,精龙珠图纸
6001,10,15054,1,灵龙珠图纸
6001,10,15061,1,神冰珠图纸
6001,10,15062,1,奇冰珠图纸
6001,10,15063,1,精冰珠图纸
6001,10,15064,1,灵冰珠图纸
6001,10,15071,1,神鬼珠图纸
6001,10,15072,1,奇鬼珠图纸
6001,10,15073,1,精鬼珠图纸
6001,10,15074,1,灵鬼珠图纸
6051,100,13066,800,神器精魂
6051,100,15001,1,神火珠图纸
6051,100,15002,1,奇火珠图纸
6051,100,15003,1,精火珠图纸
6051,100,15004,1,灵火珠图纸
6051,100,15011,1,神水珠图纸
6051,100,15012,1,奇水珠图纸
6051,100,15013,1,特殊10次搜神
6051,100,15014,1,灵水珠图纸
6051,100,15021,1,神草珠图纸
6051,100,15022,1,奇草珠图纸
6051,100,15023,1,精草珠图纸
6051,100,15024,1,灵草珠图纸
6051,100,15031,1,神妖珠图纸
6051,100,15032,1,奇妖珠图纸
6051,100,15033,1,精妖珠图纸
6051,100,15034,1,灵妖珠图纸
6051,100,15041,1,神恶珠图纸
6051,100,15042,1,奇恶珠图纸
6051,100,15043,1,精恶珠图纸
6051,100,15044,1,灵恶珠图纸
6051,100,15051,1,神龙珠图纸
6051,100,15052,1,奇龙珠图纸
6051,100,15053,1,精龙珠图纸
6051,100,15054,1,灵龙珠图纸
6051,100,15061,1,神冰珠图纸
6051,100,15062,1,奇冰珠图纸
6051,100,15063,1,精冰珠图纸
6051,100,15064,1,灵冰珠图纸
6051,100,15071,1,神鬼珠图纸
6051,100,15072,1,奇鬼珠图纸
6051,100,15073,1,精鬼珠图纸
6051,100,15074,1,灵鬼珠图纸
6091,100,15051,1,神龙珠图纸
6501,2000,13061,100,神器精魄-初
6501,800,13061,150,神器精魄-初
6501,500,13061,200,神器精魄-初
6501,200,13061,300,神器精魄-初
6501,400,13062,50,神器精魄-高
6501,200,13062,100,神器精魄-高
6501,400,13062,50,神器精魄-高
6501,200,13062,100,神器精魄-高
6501,200,13066,100,神器精魂
6501,40,13066,500,神器精魂
6501,15,15001,1,神火珠图纸
6501,15,15002,1,奇火珠图纸
6501,15,15003,1,精火珠图纸
6501,15,15004,1,灵火珠图纸
6501,15,15011,1,神水珠图纸
6501,15,15012,1,奇水珠图纸
6501,15,15013,1,精水珠图纸
6501,15,15014,1,灵水珠图纸
6501,15,15021,1,神草珠图纸
6501,15,15022,1,奇草珠图纸
6501,15,15023,1,精草珠图纸
6501,15,15024,1,灵草珠图纸
6501,15,15031,1,神妖珠图纸
6501,15,15032,1,奇妖珠图纸
6501,15,15033,1,精妖珠图纸
6501,15,15034,1,灵妖珠图纸
6501,15,15041,1,神恶珠图纸
6501,15,15042,1,奇恶珠图纸
6501,15,15043,1,精恶珠图纸
6501,15,15044,1,灵恶珠图纸
6501,15,15051,1,神龙珠图纸
6501,15,15052,1,奇龙珠图纸
6501,15,15053,1,精龙珠图纸
6501,15,15054,1,灵龙珠图纸
6501,15,15061,1,神冰珠图纸
6501,15,15062,1,奇冰珠图纸
6501,15,15063,1,精冰珠图纸
6501,15,15064,1,灵冰珠图纸
6501,15,15071,1,神鬼珠图纸
6501,15,15072,1,奇鬼珠图纸
6501,15,15073,1,精鬼珠图纸
6501,15,15074,1,灵鬼珠图纸
6551,15,15001,1,神火珠图纸
6551,15,15002,1,奇火珠图纸
6551,15,15003,1,精火珠图纸
6551,15,15004,1,灵火珠图纸
6551,15,15011,1,神水珠图纸
6551,15,15012,1,奇水珠图纸
6551,15,15013,1,精水珠图纸
6551,15,15014,1,灵水珠图纸
6551,15,15021,1,神草珠图纸
6551,15,15022,1,奇草珠图纸
6551,15,15023,1,精草珠图纸
6551,15,15024,1,灵草珠图纸
6551,15,15031,1,神妖珠图纸
6551,15,15032,1,奇妖珠图纸
6551,15,15033,1,精妖珠图纸
6551,15,15034,1,灵妖珠图纸
6551,15,15041,1,神恶珠图纸
6551,15,15042,1,奇恶珠图纸
6551,15,15043,1,精恶珠图纸
6551,15,15044,1,灵恶珠图纸
6551,15,15051,1,神龙珠图纸
6551,15,15052,1,奇龙珠图纸
6551,15,15053,1,精龙珠图纸
6551,15,15054,1,灵龙珠图纸
6551,15,15061,1,神冰珠图纸
6551,15,15062,1,奇冰珠图纸
6551,15,15063,1,精冰珠图纸
6551,15,15064,1,灵冰珠图纸
6551,15,15071,1,神鬼珠图纸
6551,15,15072,1,奇鬼珠图纸
6551,15,15073,1,精鬼珠图纸
6551,15,15074,1,灵鬼珠图纸
7000,19000,10001,2,砸金蛋掉落
7000,19000,10002,2,高级钱袋
7000,19000,12001,2,奶酪
7000,19000,10011,2,普通经验卡
7000,19000,10012,2,高级经验卡
7000,19000,13031,2,强攻阵型卷轴
7000,19000,13032,2,防御阵型卷轴
7000,19000,13033,2,速攻阵型卷轴
7000,19000,13034,2,控制阵型卷轴
7000,19000,13035,2,消耗阵型卷轴
7000,10000,13041,2,炸弹
7000,40000,1,100000,金币
7000,40000,2,20,钻石
7000,40000,6,50,蓝水晶
7000,40000,12001,2,奶酪
7000,50000,12002,3,蘑菇
7000,20000,12003,1,蜂蜜
7000,50000,12004,3,青椒
7000,50000,12005,1,葡萄
7000,22000,10001,3,普通钱袋
7000,22000,10002,3,高级钱袋
7000,22000,12001,3,奶酪
7000,22000,10011,3,普通经验卡
7000,22000,10012,3,高级经验卡
7000,22000,13031,5,强攻阵型卷轴
7000,22000,13032,5,防御阵型卷轴
7000,22000,13033,5,速攻阵型卷轴
7000,22000,13034,5,控制阵型卷轴
7000,33000,13035,5,消耗阵型卷轴
7000,33000,13041,5,炸弹
7000,33000,1,100000,金币
7000,70000,2,10,钻石
7000,33000,6,10,蓝水晶
7000,33000,12001,1,奶酪
7000,5300,12002,1,蘑菇
7000,5300,12003,1,蜂蜜
7000,5300,12004,1,青椒
7000,5300,12005,1,葡萄
7000,5300,10001,1,普通钱袋
7000,5300,10002,1,高级钱袋
7000,5300,12001,1,奶酪
7000,5300,10011,1,普通经验卡
7000,5300,10012,1,高级经验卡
7000,2700,13031,1,强攻阵型卷轴
7000,2700,13032,1,防御阵型卷轴
7000,2700,13033,1,速攻阵型卷轴
7000,2700,13034,1,控制阵型卷轴
7000,2700,13035,1,消耗阵型卷轴
7000,2700,13041,1,炸弹
7000,2700,1,200000,金币
7000,70000,2,20,钻石
7000,2700,6,20,蓝水晶
7000,2700,12221,1,物攻努力石1
7000,2700,12226,1,特攻努力石1
7000,2700,12231,1,物防努力石1
7000,1400,12101,2,火之石
7000,1400,12102,2,水之石
7000,1400,12103,2,草之石
7000,1400,12104,2,妖之石
7000,1400,12105,2,恶之石
7000,1400,12106,2,龙之石
7000,1400,12107,2,冰之石
7000,1400,12108,2,鬼之石
7000,1400,12236,2,特防努力石1
7000,160000,10031,1,VIP经验卡
7000,43000,601026,2,雷丘碎片
7000,43000,601059,2,风速狗碎片
7000,43000,601094,2,耿鬼碎片
7000,43000,601015,2,大针蜂碎片
7000,43000,601199,2,呆呆王碎片
7000,31000,601026,4,雷丘碎片
7000,31000,601059,4,风速狗碎片
7000,31000,601094,4,耿鬼碎片
7000,31000,601015,4,大针蜂碎片
7000,31000,601199,4,呆呆王碎片
